"taaft_icon src","ai_link href","ai_link","current_version","external_ai_link href","short_desc","task_label","task_label href","changelog_body","relative","ai_launch_date","stats_views","saves","average_rating","views_count_count","visit_ai_website_link","visit_ai_website_link href","user_card href","user_profile_picture src","user_name","user_ais_count","stat_label","changelog_upvote","country href","country","country 2","user_karma","stat_label 2"
"https://media.theresanaiforthat.com/icons/sportbot-ai.svg?height=207","https://theresanaiforthat.com/ai/sportbot-ai/","SportBot AI","v2.1","","AI sports match analysis in 60 seconds.","Sports data analysis","https://theresanaiforthat.com/task/sports-data-analysis/","Improved Ai models for better analysis.
Improved ai chat mode.
Added daily free tips.","6d ago","Free + from $19.99/mo","20,389","12","5.0","19,750","www.sportbotai.com","https://www.sportbotai.com/?ref=taaft&utm_source=taaft&utm_medium=referral","https://theresanaiforthat.com/@stefanmitrovic/","https://lh3.googleusercontent.com/a/ACg8ocIFfdpe-EAHjX5Iot1Lb1pWfxLacF0EjrGT-bvO6MAKu8U=s96-c?width=52","Stefan Mitrovic","🛠️ 5","tools","2","","","","🙏 9","karma"
"https://media.theresanaiforthat.com/icons/x-pilot-ai.svg?height=207","https://theresanaiforthat.com/ai/x-pilot-ai/","X-Pilot AI","v2.5","","Turn Text into Course Videos with Knowledge Visualization","Educational videos","https://theresanaiforthat.com/task/educational-videos/","1. Real-Time Video Preview & Editing
2. Voice Cloning
3. 3D & Knowledge Metaphor Visual Tools 
4. Long Video Support
5. Real-Time Asset Injection
6. Download your complete video source files","6d ago","Free + from $24/mo","35,297","42","4.5","32,965","www.x-pilot.ai","https://www.x-pilot.ai/?ref=taaft&utm_source=taaft&utm_medium=referral","https://theresanaiforthat.com/@bian-heshan/","https://lh3.googleusercontent.com/a/ACg8ocLEUWtHcbIiId6mdtvHCUBIcNKekNUNzfveU4vSWizRYfSrnA=s96-c?width=52","Bian Heshan","🛠️ 1","tool","4","https://theresanaiforthat.com/map/?c=US","🇺🇸","United States","🙏 35","karma"
"/tools/chatgpt.svg","https://openai.com/chatgpt","ChatGPT","v4o","https://chat.openai.com","The most popular AI chatbot by OpenAI. Conversational AI for writing, coding, analysis, and creative tasks.","Chatbots","","","","Freemium","12,500,000","98,500","4.8","12,500,000","chat.openai.com","https://chat.openai.com","","","OpenAI","","tool","","","","","",""
"/tools/claude.svg","https://claude.ai","Claude","v4","https://claude.ai","Anthropic's advanced AI assistant. Excels at long-form analysis, coding, and nuanced reasoning with 200K context.","Chatbots","","","","Freemium","8,200,000","67,200","4.7","8,200,000","claude.ai","https://claude.ai","","","Anthropic","","tool","","","","","",""
"/tools/gemini.svg","https://gemini.google.com","Gemini","v2.5","https://gemini.google.com","Google's multimodal AI model. Understands text, images, audio, and video for versatile AI tasks.","Chatbots","","","","Freemium","9,800,000","72,100","4.6","9,800,000","gemini.google.com","https://gemini.google.com","","","Google","","tool","","","","","",""
"/tools/midjourney.svg","https://midjourney.com","Midjourney","v6.1","https://midjourney.com","Leading AI image generator creating stunning, artistic visuals from text prompts with unmatched aesthetic quality.","Images","","","","From $10/mo","6,400,000","54,300","4.8","6,400,000","midjourney.com","https://midjourney.com","","","Midjourney","","tool","","","","","",""
"/tools/copilot.svg","https://github.com/features/copilot","GitHub Copilot","v2.0","https://github.com/features/copilot","AI pair programmer by GitHub and OpenAI. Autocompletes code, writes functions, and suggests entire blocks in your IDE.","Coding","","","","From $10/mo","7,100,000","61,800","4.7","7,100,000","github.com","https://github.com/features/copilot","","","GitHub","","tool","","","","","",""
"/tools/perplexity.svg","https://perplexity.ai","Perplexity AI","v3.0","https://perplexity.ai","AI-powered search engine that provides cited, real-time answers. Research assistant with live web access.","Search","","","","Freemium","5,600,000","45,200","4.6","5,600,000","perplexity.ai","https://perplexity.ai","","","Perplexity","","tool","","","","","",""
"/tools/cursor.svg","https://cursor.com","Cursor","v1.0","https://cursor.com","AI-first code editor built on VS Code. Features intelligent autocomplete, chat, and codebase understanding.","Coding","","","","Freemium","4,200,000","38,700","4.7","4,200,000","cursor.com","https://cursor.com","","","Anysphere","","tool","","","","","",""
"/tools/dalle.svg","https://openai.com/dall-e-3","DALL-E 3","v3.0","https://openai.com/dall-e-3","OpenAI's image generation model. Creates detailed, accurate images from natural language descriptions.","Images","","","","Freemium","5,100,000","42,600","4.5","5,100,000","openai.com","https://openai.com/dall-e-3","","","OpenAI","","tool","","","","","",""
"/tools/runway.svg","https://runwayml.com","Runway","v4.0","https://runwayml.com","Professional AI video generation and editing platform. Gen-3 Alpha creates cinematic videos from text and images.","Videos","","","","From $15/mo","3,800,000","31,400","4.6","3,800,000","runwayml.com","https://runwayml.com","","","Runway","","tool","","","","","",""
"/tools/suno.svg","https://suno.com","Suno","v4.5","https://suno.com","AI music generation platform. Create full songs with vocals, instruments, and lyrics from simple text prompts.","Music","","","","Freemium","3,200,000","28,900","4.5","3,200,000","suno.com","https://suno.com","","","Suno","","tool","","","","","",""
"/tools/notion.svg","https://notion.so","Notion AI","v2.0","https://notion.so","AI-powered workspace for notes, docs, and project management. Smart writing, summarization, and knowledge retrieval.","Productivity","","","","From $10/mo","4,500,000","39,100","4.6","4,500,000","notion.so","https://notion.so","","","Notion","","tool","","","","","",""
"/tools/jasper.svg","https://jasper.ai","Jasper","v3.0","https://jasper.ai","Enterprise AI marketing platform. Creates on-brand content, ads, and copy at scale with company style guides.","Marketing","","","","From $49/mo","2,800,000","24,500","4.4","2,800,000","jasper.ai","https://jasper.ai","","","Jasper","","tool","","","","","",""
